id,tweet,emoji
13427,They mixed their starting lineup intros with Fortnite via chased 7Instagram rileylindsay 12Instagram,['skull']
13428,Sooo my mom turned 40 today and Decided to show out,['smiling_face_with_heart-eyes']
13429,START EKER gets on the board with 1258 to go in the first,['smiling_face_with_sunglasses']
13430,START SENIORS amp FRESHMEN SHIRTS ARE ON SALE FOR 10 FIND US IN THE QUAD OR CONTACT A SENIOR OR FRESHMEN ASB MEMBER BUY,['blue_heart']
13431,Bro they really threw him off to the side,['face_with_tears_of_joy']
13432,Winter Conditioning Next Up Spring Ball,['white_heavy_check_mark']
13433,How many ppl getting they pussy are down Miami,['face_with_tears_of_joy']
13434,Retweet Fav this tweet and Ill DM a few a video of my pussy squirting,['smiling_face_with_smiling_eyes']
13435,runaways spoilers HES QUOTING GERT IM SOSNSJSKS,['sparkling_heart']
13436,I cant listen to Plug Walk without thinking of this video,['face_with_tears_of_joy']
13437,Link Refresh after each vote until you reach 24 votes HOPE,"['backhand_index_pointing_down', 'purple_heart']"
13438,its gone be packed as shit big baby but sure why not ,"['person_shrugging', 'male_sign']"
13439,tops no 1 for this years first ever,['fire']
13440,START WATCH FULL VIDEO  ,"['collision', 'collision', 'collision', 'collision']"
13441,Get on the treadmill before you talk bro You got the retirement body,['face_with_tears_of_joy']
13442,180326 PM 6 lt MV TEASER,['heavy_check_mark']
13443,Kindness What a simple way to tell a struggling soul that there is love to be found in this world,['yellow_heart']
13444,Damn this a good album tho,['OK_hand']
13445,CLT Community lets help amp all the kids Keep RTing Olsen,['blue_heart']
13446,Fifty Slices of Polony,['face_with_tears_of_joy']
13447,If I really fwu aint no limits to the shit Ill do for you,['hundred_points']
13448,Oh Debra I love you so much Happy Valentines Day,['red_heart']
13449,Yesterday with Sir Lodiii,['smiling_face_with_heart-eyes']
13450,A man whispered it so softly Im deaddd,['face_with_tears_of_joy']
13451,BREAKING DOJ Announces Fast and Furious Documents Withheld by Eric Holder Will Be Released BOOM,['collision']
13452,AAP Mob at AAP Yams grave RIP,['folded_hands']
13453,Calling all of You have been nominated for at our RT to vote https,['clapping_hands']
13454,Good morning Dont forget to start your day with a Smile a prayer   and an I love you,"['smiling_face_with_smiling_eyes', 'female_sign', 'male_sign']"
13455,START                        for Ross My brother,"['folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'folded_hands', 'flexed_biceps']"
13456,s polarloid photo Im your gift ,"['red_heart', 'red_heart']"
13457,Mood this week because turns 21 this weekend,['smiling_face_with_sunglasses']
13458,Lagta hai sab ke birthday party pe jaa rahe hai Happy birthday bro,['face_with_tears_of_joy']
13459,START In the affair,['face_blowing_a_kiss']
13460,A great read this,['backhand_index_pointing_down']
13461,So many people settle for disloyal partners may I never be one of them,['folded_hands']
13462,Trans 180126 Dangsan fansigns post its,['two_hearts']
13463,20k retweets and Ill record a Country EP and drop it tomorrow ,"['person_shrugging', 'male_sign']"
13464,Now this is beautiful Anna    ,"['heart_suit', 'heart_suit', 'heart_suit', 'heart_suit', 'heart_suit']"
13465,Thank you jio,['red_heart']
13466,Still not over the fact that Emilia Clarke is in the Solo movie,['smiling_face_with_heart-eyes']
13467,Royalty Is A Part Of His Personality,['blue_heart']
13468,Vikas was my competition Hina was my competition Then how did Shilpa got the trophy,['face_with_tears_of_joy']
13469,START     I LOVE how I spent my Oscar and his foundation donated these tents,"['heart_suit', 'heart_suit', 'heart_suit', 'heart_suit', 'heart_suit']"
13470,Jealous They were closed by the time I got there PS I said hi to you and Alicia and yall didnt recognize me Rude ,['female_sign']
13471,Cristiano Ronaldos next career milestones 900th Career Game 2 games away 650th Career Goal 9 goals awa,"['right_arrow', 'right_arrow']"
13472,Today is EXOL Day RT please,"['smiling_face_with_heart-eyes', 'smiling_face_with_heart-eyes']"
13473,Ive always been a happy person I just HATED how I looked Then I discovered this and that all changed fast Now EVERY,['fire']
13474,Well said Grow up,['thumbs_up']
13475,Unpacking i will leave my stuff in my suit case for weeks,['face_with_tears_of_joy']
13476,Those who Live in the shelter of the Most High will find rest in the shadow of the Almighty Psalm 911,['folded_hands']
13477,This video is still my favorite Look at taehyung he seems dumb and lost Mic drop htt,['face_with_tears_of_joy']
13478,Next stage of lightening for Sarah  Remember that in the process of going from brown to blonde you must have,"['red_heart', 'glowing_star']"
13479,AND ON NORWAYS HIPHOPRAP CHART,['fire']
13480,Jiyong is looking so good in uniformthe happy pictures with everyone so beautiful and perfect cr owner,['smiling_face_with_heart-eyes']
13481,THE RESULTS ARE IN list the best porn moments of 2017,['fire']
13482,Think ima do a full set,['face_with_tears_of_joy']
13483,Tonight will be our home game since February of 2012 Our TAC record during that span 918 https,['hundred_points']
13484,To ARMYs that vote every single day DIMPLE,['glowing_star']
13485,Nadine Lustre is Joanne GioXJoanne OnItsShowtime,['smiling_face_with_heart-eyes']
13486,So good What a great moment for her,['sparkling_heart']
13487,thinking of you talking w you me loving you,"['sparkling_heart', 'sparkling_heart', 'sparkling_heart']"
13488,We LOVE this couples new house and theyve built it for only 1000 Graeme wants one IN LIVERPOOL Anyone go,['smiling_face_with_heart-eyes']
13489,YES you can always tell the smart ones who already have amp use there not owned common sense ,"['thumbs_up', 'thumbs_up']"
13490,This is so trueee,['weary_face']
13491,Even could not make up this OR Trumville,['flushed_face']
13492,Follow up SMU defeated Wichita State 8378,['flushed_face']
13493,Love you too Daehyunnie,['smiling_face_with_heart-eyes']
13494,and apparently got somebody pregnant,['rolling_on_the_floor_laughing']
13495,Is he bringing his Coke can and wearing his slippers ,"['person_facepalming', 'female_sign']"
13496,Story of my life,['beaming_face_with_smiling_eyes']
13497,Yixing spotted in Pattaya Thailand he looks so handsome and gorgeous just standing there Cr Layixing 1007,['smiling_face_with_heart-eyes']
13498,Im dead ,"['face_with_tears_of_joy', 'male_sign']"
13499,Not what you were saying when I was deep aff OMG YOURE HUGE ,['winking_face']
13500,Im cringing rn laying in my bed thinking about it,['face_with_tears_of_joy']
13501,EXO debuted in Billboard Artist 100 Chart for the first time  Lets keep streaming EXOs songs on,"['clapping_hands', 'party_popper']"
13502,I luv u too,['purple_heart']
13503, original gif credit winkstar 99,['yellow_heart']
13504,How many people can I get to tweet,['winking_face']
13505,You seriously win the how badly can you fuck up your faves name game,['face_with_tears_of_joy']
13506,its a gorgeous day in Detroit,['fire']
13507,Make your Twitter LIT Grow and Gain active followers now Retweet this Like this Follow All who retweet and Like F,"['hundred_points', 'hundred_points', 'hundred_points', 'hundred_points']"
13508,If thats the case marry your moms and have her carry your children ,"['face_with_rolling_eyes', 'female_sign']"
13509,Fun original music monthly Follow HYPERLAMB on and,['purple_heart']
13510,START ARE YOU REALLY AN ARMY Q Which member has smol lil bean hands,"['glowing_star', 'glowing_star']"
13511,10 days      ,"['red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart']"
13512,Whos a dirty little slut whos a good dirty little slut    w Watch the full clip on my,"['female_sign', 'female_sign', 'female_sign']"
13513,I guess at the end of the day we all just want a little love ,"['person_shrugging', 'female_sign']"
13514,me hey adult texting Hay is for horses  LOL Anyways Im just at the grocery store with uncle,"['female_sign', 'face_with_tears_of_joy', 'smiling_face_with_sunglasses']"
13515,START links for BTS burn the stage,['fire']
13516,All we play here at Monmouth ,"['person_shrugging', 'male_sign']"
13517,I know bruno mars sniffin that A1 nyooom skkkrrttt cuz he put like 8 hooks in every fuckin song now,['fire']
13518,So you gonna make a new twitter and not follow me you right lmao,['thinking_face']
13519,Retweet if you are excited for our Info Night tomorrow night at 8p m in Library 101,['party_popper']
13520,Love u bro,['red_heart']
13521,Naw flodgin by Gainey is,['fire']
13522,BTS cant live without ARMY ARMY cant live without BTS HASHTAG OF TODAY Intlovelies Kdiamond,"['backhand_index_pointing_right', 'backhand_index_pointing_right']"
13523,Tyrus and I have pretty huge plans for this year Crazyyy Im so excited to live this life with him,['blue_heart']
13524,My daddy shit on baller alert,['flexed_biceps']
13525,When you peep some bullshit but its New year New You ,['face_with_rolling_eyes']
13526,Probably a memento picture of something from Watergate,['face_with_tears_of_joy']
13527,This is what hope looks like,['red_heart']
13528,Is there anyone here who wants them to collaborate,['yellow_heart']
13529,The print of ONEs pants though So cute,['face_with_tears_of_joy']
13530,Just a wild and crazy Saturday night ,"['two_hearts', 'smiling_face_with_smiling_eyes']"
13531,CmonCity  ,"['blue_heart', 'clapping_hands', 'clapping_hands']"
13532,I JUST CANNOT WITH YALL,['face_with_tears_of_joy']
13533,Id go to my middle school reunion over my high school reunion,['face_with_tears_of_joy']
13534,Yo Ive been laughing for the longest,['loudly_crying_face']
13535,ready to get off so I can go eat,['weary_face']
13536,Cause Im not YOUR baby,['fire']
13537,GIVEAWAY M4A1S Decimator 8 Retweet Like Follow me Tag 2 Friends Join Proof,"['fire', 'white_heavy_check_mark', 'white_heavy_check_mark', 'white_heavy_check_mark']"
13538,how can girls message boys with girlfriends I DONT UNDERSTAND its actually embarrassing,"['loudly_crying_face', 'face_with_tears_of_joy']"
13539,Who sissy badder than mine ,"['person_shrugging', 'female_sign']"
13540,I be so quick to isolate myself i cannot vibe with everybody,['speaking_head']
13541,Red Velvets Baby Shark World Tour Seoul Tokyo Dubai,"['heavy_check_mark', 'heavy_check_mark', 'heavy_check_mark']"
13542,these are dog emojis this is a dog dressed up emoji,['face_with_tears_of_joy']
13543,Bless someones timeline with our Hope your Hope our JHope JHOPE MAMA httpst,['red_heart']
13544,Most wins in the state of North Carolina,['eyes']
13545,START WIN Follow amp and RT to this massive beauty bundle fille,"['glowing_star', 'glowing_star']"
13546,Valentines Day tomorrow everyone gonna be waking up to cute texts and gifts while I wake up to 100 charged,['face_with_tears_of_joy']
13547,Its time to get back to being Incredible Watch the new trailer for now,['collision']
13548,in honor of valentines day if anyone wants to buy an 8ft teddy bear lmk  ,"['smiling_face', 'smiling_face', 'smiling_face']"
13549,Walked into a class of 200 to give this to a girl and got this text Im dead,['face_with_tears_of_joy']
13550,Happy Valentines Day Whats your favorite track,['two_hearts']
13551,You just cant look away from this 4R match between and Agree,['eyes']
13552,thank you so much for 50k heres a little message for my lovely followers,['heart_suit']
13553,START Tonights lineup We get 2c a new K9 and Sheriff Lamb tonight,['glowing_star']
13554,ARMY lets not slow down now We need to keep voting for as much as we can Tweet and RT to vote,['fire']
13555,Hey share poo with us oh wait you always do,['face_with_tears_of_joy']
13556,Lmao At that moment Larry knew HE DONE FUCKED UP ,['weary_face']
13557,oh hi can i join,['sparkling_heart']
13558,After our trend has been discussed everywhere in biggboss house too Sab Pagaal hogaye hain Yesterdays Hina had,['face_with_tears_of_joy']
13559,He squared up with ONLY A LOOK Cats are the devil bruh,['loudly_crying_face']
13560,Sums up what happened in the locker room last year,['loudly_crying_face']
13561,Home sweet home after a great tour,['folded_hands']
13562,On my momma Philly bout to work Miami tonight,['face_with_tears_of_joy']
13563,Lets unite We need to work more harder than before We Are One We Are EXO,['thumbs_up']
13564,I need to get my degree ,['male_sign']
13565,Liza as Kupida from lizquenstarworld Maybelline mascara hypercurl make it,['red_heart']
13566,I Follow back Eris Just follow,['beaming_face_with_smiling_eyes']
13567,Bae looks so good,['flushed_face']
13568,niggas really dont care about SHIT  ,"['loudly_crying_face', 'female_sign', 'face_with_tears_of_joy']"
13569,Morphe im gonna need you to slide through to new york preferably Long Island please and thank you,['two_hearts']
